"","original_name","species_list_name"
"25075","Betula pendula 'Obelisk'","Betula pendula NA"
"25118","Sorbus aucuparia 'Streetwise'","Sorbus aucuparia NA"
"25133","X Cupressocyparis leylandii","NA NA"
"25152","Sorbus aucuparia 'Streetwise'","Sorbus aucuparia NA"
"25153","Unknown species - Conifer","NA NA"
"25179","No Code Allocated","NA NA"
"25180","No Code Allocated","NA NA"
"25194","X Cupressocyparis leylandii","NA NA"
"25213","Ilex aquifolium Aureomarginata","Ilex aquifolium NA"
"25230","No Code Allocated","NA NA"
"25277","Prunus Kiku-shidare","Prunus NA"
"25284","Unknown species - Broadleaf","NA NA"
"25378","No Code Allocated","NA NA"
"25402","X Cupressocyparis leylandii","NA NA"
"25420","No Code Allocated","NA NA"
"25434","Mixed Species","NA NA"
"25435","Mixed Species","NA NA"
"25499","Mixed Species","NA NA"
"25512","Mixed Species","NA NA"
"25521","X Cupressocyparis leylandii","NA NA"
"25539","Mixed Species","NA NA"
"25557","Ilex aquifolium Aureomarginata","Ilex aquifolium NA"
"25575","X Cupressocyparis leylandii","NA NA"
"25613","X Cupressocyparis l. Castlewel","NA NA"
"25623","X Cupressocyparis leylandii","NA NA"
"25628","No Code Allocated","NA NA"
"25630","No Code Allocated","NA NA"
"25724","Mixed Species Group","NA NA"
"25881","X Cupressocyparis leylandii","NA NA"
"25923","Sorbus aucuparia 'Streetwise'","Sorbus aucuparia NA"
"25960","Unknown species - Broadleaf","NA NA"
"25963","Mixed Species Group","NA NA"
"25977","Mixed Species","NA NA"
"25998","No Code Allocated","NA NA"
"25999","No Code Allocated","NA NA"
"26014","Betula pendula Edinburgh","Betula pendula NA"
"26075","X Cupressocyparis leylandii","NA NA"
"26112","Cordyline australis","Cordyline NA"
"26182","Mixed Species Group","NA NA"
"26222","No Code Allocated","NA NA"
"26286","No Code Allocated","NA NA"
"26482","Salix alba Britzensis","Salix alba NA"
"26544","No Code Allocated","NA NA"
"26657","No Code Allocated","NA NA"
"26670","Chitalpa taschkentensis Sum Ba","NA NA"
"26693","Sorbus aucuparia 'Streetwise'","Sorbus aucuparia NA"
"26766","Cordyline australis","Cordyline NA"
"26807","Mixed Species","NA NA"
"26843","Mixed Species","NA NA"
"26954","Mixed Species","NA NA"
"26961","Prunus 'Accolade'","Prunus NA"
"26989","Malus yunnanensis veitchii","Malus yunnanensis NA"
"26990","Prunus japonica cv","Prunus NA"
"27141","X Cupressocyparis leylandii","NA NA"
"27218","Mixed Species","NA NA"
"27223","Sorbus aucuparia 'Streetwise'","Sorbus aucuparia NA"
"27300","X Cupressocyparis leylandii","NA NA"
"27324","X Cupressocyparis l. Castlewel","NA NA"
"27329","Sorbus aucuparia 'Streetwise'","Sorbus aucuparia NA"
"27337","Thuja orientalis","Thuja NA"
"27352","X Cupressocyparis leylandii","NA NA"
"27354","No Code Allocated","NA NA"
"27381","Mixed Species Group","NA NA"
"27382","X Cupressocyparis leylandii","NA NA"
"27470","No Code Allocated","NA NA"
"27472","No Code Allocated","NA NA"
"27522","No Code Allocated","NA NA"
"27545","No Code Allocated","NA NA"
"27576","No Code Allocated","NA NA"
"27642","Mixed Species","NA NA"
"27651","Sorbus aucuparia 'Streetwise'","Sorbus aucuparia NA"
"27699","X Cupressocyparis leylandii","NA NA"
"27769","No Code Allocated","NA NA"
"27785","Malus yunnanensis veitchii","Malus yunnanensis NA"
"27852","X Cupressocyparis leylandii","NA NA"
"28056","X Cupressocyparis leylandii","NA NA"
"28123","Mixed Species","NA NA"
"28146","Mixed Species Group","NA NA"
"28190","X Cupressocyparis leylandii","NA NA"
"28204","Unknown species - Conifer","NA NA"
"28260","Mixed Species","NA NA"
"28283","Ilex aquifolium Albomarginata","Ilex aquifolium NA"
"28333","Prunus insititia GMerryweath","Prunus NA"
"28613","Cordyline australis","Cordyline NA"
"28679","X Cupressocyparis leylandii","NA NA"
"28728","Mixed Species","NA NA"
"28792","Malus yunnanensis veitchii","Malus yunnanensis NA"
"28815","Buddleia davidii","NA NA"
"28881","No Code Allocated","NA NA"
"28895","X Cupressocyparis l. Castlewel","NA NA"
"28981","Ilex aquifolium Albomarginata","Ilex aquifolium NA"
"28982","Ilex aquifolium Albomarginata","Ilex aquifolium NA"
"29044","Mixed Species","NA NA"
"29049","Cordyline australis","Cordyline NA"
"29069","Unknown species - Broadleaf","NA NA"
"29092","Betula pendula Edinburgh","Betula pendula NA"
"29254","Unknown species - Broadleaf","NA NA"
"29300","Mixed Species","NA NA"
"29321","Mixed Species","NA NA"
"29340","Ilex aquifolium Bacciflava","Ilex aquifolium NA"
"29373","X Cupressocyparis leylandii","NA NA"
"29402","Sorbus aucuparia 'Streetwise'","Sorbus aucuparia NA"
"29403","No Code Allocated","NA NA"
"29449","Thujopsis dolabrata Aurea","Thujopsis dolabrata NA"
"29563","Sorbus aucuparia 'Streetwise'","Sorbus aucuparia NA"
"29567","Ulmus parvifolia","Ulmus NA"
"29666","Shrub Group","NA NA"
"29668","X Cupressocyparis leylandii","NA NA"
"29679","Betula pendula Edinburgh","Betula pendula NA"
"29691","Betula pendula Edinburgh","Betula pendula NA"
"29697","Mixed Species","NA NA"
"29813","X Cupressocyparis leylandii","NA NA"
"29847","X Cupressocyparis leylandii","NA NA"
"29879","X Cupressocyparis l. Castlewel","NA NA"
"29889","No Code Allocated","NA NA"
"29964","X Cupressocyparis leylandii","NA NA"
"29994","No Code Allocated","NA NA"
"30002","Betula pendula 'Obelisk'","Betula pendula NA"
"30013","No Code Allocated","NA NA"
"30029","Prunus Kiku-shidare","Prunus NA"
"30055","X Cupressocyparis leylandii","NA NA"
"30136","Sorbus aucuparia 'Streetwise'","Sorbus aucuparia NA"
"30225","+ Laburnocytisus adamii","NA NA"
"30232","X Cupressocyparis leylandii","NA NA"
"30240","No Code Allocated","NA NA"
"30290","X Cupressocyparis leylandii","NA NA"
"30351","No Code Allocated","NA NA"
"30364","X Cupressocyparis leylandii","NA NA"
"30368","X Cupressocyparis leylandii","NA NA"
"30399","Mixed Species","NA NA"
"30401","Mixed Species","NA NA"
"30580","No Code Allocated","NA NA"
"30684","Sorbus aucuparia 'Streetwise'","Sorbus aucuparia NA"
"30714","Mixed Species Group","NA NA"
"30781","Betula pendula 'Obelisk'","Betula pendula NA"
"30823","No Code Allocated","NA NA"
"30941","Unknown species - Broadleaf","NA NA"
"31007","No Code Allocated","NA NA"
"31063","X Cupressocyparis leylandii","NA NA"
"31082","Betula pendula Edinburgh","Betula pendula NA"
"31086","Malus yunnanensis veitchii","Malus yunnanensis NA"
"31095","Unknown species - Broadleaf","NA NA"
"31125","Malus yunnanensis veitchii","Malus yunnanensis NA"
"31308","No Code Allocated","NA NA"
"31313","Betula pendula Edinburgh","Betula pendula NA"
"31320","Mixed Species Group","NA NA"
"31322","Mixed Species Group","NA NA"
"31361","X Cupressocyparis leylandii","NA NA"
"31365","Unknown species - Broadleaf","NA NA"
"31376","No Code Allocated","NA NA"
"31513","No Code Allocated","NA NA"
"31536","Crataegus oxyacanthoides","Crataegus NA"
"31568","Mixed Species","NA NA"
"31685","X Cupressocyparis leylandii","NA NA"
"31729","No Code Allocated","NA NA"
"31791","X Cupressocyparis l. Castlewel","NA NA"
"31849","Prunus japonica cv","Prunus NA"
"31915","Betula pendula 'Obelisk'","Betula pendula NA"
"31944","No Code Allocated","NA NA"
"31948","Betula pendula Edinburgh","Betula pendula NA"
"32029","X Cupressocyparis leylandii","NA NA"
"32190","Mixed Species Group","NA NA"
"32205","Cordyline australis","Cordyline NA"
"32208","X Cupressocyparis leylandii","NA NA"
"32224","X Cupressocyparis leylandii","NA NA"
"32244","X Cupressocyparis leylandii","NA NA"
"32278","X Cupressocyparis leylandii","NA NA"
"32332","Pyracantha - Species Unknown","NA NA"
"32362","Sorbus aucuparia 'Streetwise'","Sorbus aucuparia NA"
"32364","Mixed Species Group","NA NA"
"32383","Mixed Species","NA NA"
"32403","Betula pendula Edinburgh","Betula pendula NA"
"32459","Prunus japonica cv","Prunus NA"
"32460","Prunus japonica cv","Prunus NA"
"32473","No Code Allocated","NA NA"
"32497","Mixed Species","NA NA"
"32545","Mixed Species","NA NA"
"32548","No Code Allocated","NA NA"
"32624","Salix alba Coerulea","Salix alba NA"
"32625","Salix alba Coerulea","Salix alba NA"
"32629","No Code Allocated","NA NA"
"32631","No Code Allocated","NA NA"
"32690","No Code Allocated","NA NA"
"32745","No Code Allocated","NA NA"
"32746","No Code Allocated","NA NA"
"32797","No Code Allocated","NA NA"
"32803","Sorbus aucuparia 'Streetwise'","Sorbus aucuparia NA"
"32858","Unknown species - Broadleaf","NA NA"
"32924","Mixed Species","NA NA"
"32959","Mixed Species","NA NA"
"32987","Betula pendula 'Obelisk'","Betula pendula NA"
"32988","Ilex aquifolium Aureomarginata","Ilex aquifolium NA"
"33001","Mixed Species","NA NA"
"33151","Mixed Species","NA NA"
"33158","Mixed Species","NA NA"
"33170","No Code Allocated","NA NA"
"33267","Cordyline australis","Cordyline NA"
"33357","No Code Allocated","NA NA"
"33373","Cordyline australis","Cordyline NA"
"33408","No Code Allocated","NA NA"
"33455","Mixed Species Group","NA NA"
"33496","Sorbus aucuparia 'Streetwise'","Sorbus aucuparia NA"
"33503","Sorbus aucuparia 'Streetwise'","Sorbus aucuparia NA"
"33552","Betula pendula 'Obelisk'","Betula pendula NA"
"33576","X Cupressocyparis leylandii","NA NA"
"33589","X Cupressocyparis leylandii","NA NA"
"33618","Mixed Species","NA NA"
"33634","Salix alba Britzensis","Salix alba NA"
"33736","X Cupressocyparis leylandii","NA NA"
"33759","Cordyline australis","Cordyline NA"
"33814","No Code Allocated","NA NA"
"33815","No Code Allocated","NA NA"
"33816","No Code Allocated","NA NA"
"33838","Mixed Species","NA NA"
"33870","No Code Allocated","NA NA"
"33896","Mixed Species Group","NA NA"
"33936","Mixed Species Group","NA NA"
"33981","Mixed Species","NA NA"
"33994","Juniperus communis Compressa","Juniperus communis NA"
"34016","Mixed Species","NA NA"
"34137","No Code Allocated","NA NA"
"34234","Ilex aquifolium Albomarginata","Ilex aquifolium NA"
"34282","No Code Allocated","NA NA"
"34353","Malus yunnanensis veitchii","Malus yunnanensis NA"
"34535","Sorbus aucuparia 'Streetwise'","Sorbus aucuparia NA"
"34641","Unknown species - Broadleaf","NA NA"
"34659","Mixed Species Group","NA NA"
"34678","Mixed Species Group","NA NA"
"34690","No Code Allocated","NA NA"
"34698","X Cupressocyparis leylandii","NA NA"
"34785","X Cupressocyparis leylandii","NA NA"
"34899","Betula pendula Edinburgh","Betula pendula NA"
"34969","Betula pendula Edinburgh","Betula pendula NA"
"35146","Unknown species - Broadleaf","NA NA"
"35190","Crataegus oxyacanthoides","Crataegus NA"
"35191","Crataegus oxyacanthoides","Crataegus NA"
"35212","No Code Allocated","NA NA"
"35226","Betula pendula Edinburgh","Betula pendula NA"
"35461","Mixed Species Group","NA NA"
"35488","No Code Allocated","NA NA"
"35546","Sorbus aucuparia 'Streetwise'","Sorbus aucuparia NA"
"35579","X Cupressocyparis leylandii","NA NA"
"35646","Mixed Species Group","NA NA"
"35803","X Cupressocyparis leylandii","NA NA"
"35806","Betula pendula 'Obelisk'","Betula pendula NA"
"35832","No Code Allocated","NA NA"
"35864","Mixed Species Group","NA NA"
"35866","Betula pendula Edinburgh","Betula pendula NA"
"35918","Mixed Species","NA NA"
"35935","No Code Allocated","NA NA"
"36117","X Cupressocyparis leylandii","NA NA"
"36141","Mixed Species","NA NA"
"36147","No Code Allocated","NA NA"
"36181","Malus yunnanensis veitchii","Malus yunnanensis NA"
"36222","Mixed Species Group","NA NA"
"36477","No Code Allocated","NA NA"
"36494","Mixed Species","NA NA"
"36505","Sorbus aucuparia 'Streetwise'","Sorbus aucuparia NA"
"36525","Mixed Species","NA NA"
"36651","Mixed Species Group","NA NA"
"36652","No Code Allocated","NA NA"
"36764","No Code Allocated","NA NA"
"36768","Sorbus aucuparia 'Streetwise'","Sorbus aucuparia NA"
"36846","Mixed Species Group","NA NA"
"36901","No Code Allocated","NA NA"
"36935","No Code Allocated","NA NA"
"36972","No Code Allocated","NA NA"
"36973","No Code Allocated","NA NA"
"37119","Unknown species - Broadleaf","NA NA"
"37222","X Cupressocyparis l. Castlewel","NA NA"
"37252","X Cupressocyparis leylandii","NA NA"
"37349","No Code Allocated","NA NA"
"37379","No Code Allocated","NA NA"
"37482","X Cupressocyparis l. Castlewel","NA NA"
"37625","Mixed Species Group","NA NA"
"37668","Betula pendula Edinburgh","Betula pendula NA"
"37687","X Cupressocyparis leylandii","NA NA"
"37689","No Code Allocated","NA NA"
"37713","Quercus conferta","Quercus NA"
"37809","Sorbus aucuparia 'Streetwise'","Sorbus aucuparia NA"
"37879","No Code Allocated","NA NA"
"37885","Sorbus aucuparia 'Streetwise'","Sorbus aucuparia NA"
"37945","Betula pendula Edinburgh","Betula pendula NA"
"37973","Mixed Species","NA NA"
"37985","Mixed Species","NA NA"
"37987","Ilex aquifolium Aureomarginata","Ilex aquifolium NA"
"37995","Malus yunnanensis veitchii","Malus yunnanensis NA"
"38073","X Cupressocyparis leylandii","NA NA"
"38074","X Cupressocyparis leylandii","NA NA"
"38081","X Cupressocyparis leylandii","NA NA"
"38168","Prunus japonica cv","Prunus NA"
"38233","No Code Allocated","NA NA"
"38245","Mixed Species","NA NA"
"38253","Mixed Species","NA NA"
"38255","Mixed Species","NA NA"
"38370","X Cupressocyparis leylandii","NA NA"
"38449","Buddleia davidii","NA NA"
"38454","Mixed Species","NA NA"
"38481","No Code Allocated","NA NA"
"38483","No Code Allocated","NA NA"
"38512","No Code Allocated","NA NA"
"38558","X Cupressocyparis l. Castlewel","NA NA"
"38607","Cordyline australis","Cordyline NA"
"38650","Malus yunnanensis veitchii","Malus yunnanensis NA"
"38675","Malus yunnanensis veitchii","Malus yunnanensis NA"
"38680","X Cupressocyparis leylandii","NA NA"
"38727","Unknown species - Broadleaf","NA NA"
"38755","Mixed Species","NA NA"
"38813","No Code Allocated","NA NA"
"38842","No Code Allocated","NA NA"
"38912","No Code Allocated","NA NA"
"38946","Mixed Species Group","NA NA"
"39025","No Code Allocated","NA NA"
"39070","No Code Allocated","NA NA"
"39208","No Code Allocated","NA NA"
"39221","Sorbus aucuparia 'Streetwise'","Sorbus aucuparia NA"
"39222","No Code Allocated","NA NA"
"39237","Betula pendula Edinburgh","Betula pendula NA"
"39290","Sorbus aucuparia 'Streetwise'","Sorbus aucuparia NA"
"39293","Mixed Species Group","NA NA"
"39330","Mixed Species","NA NA"
"39379","Mixed Species Group","NA NA"
"39388","Unknown species - Broadleaf","NA NA"
"39456","X Cupressocyparis l. Castlewel","NA NA"
"39486","Sorbus aucuparia 'Streetwise'","Sorbus aucuparia NA"
"39498","X Cupressocyparis leylandii","NA NA"
"39541","X Cupressocyparis leylandii","NA NA"
"39602","No Code Allocated","NA NA"
"39617","Malus yunnanensis veitchii","Malus yunnanensis NA"
"39698","Mixed Species Group","NA NA"
"39884","No Code Allocated","NA NA"
"39912","Mixed Species","NA NA"
"40017","Mixed Species","NA NA"
"40035","Sorbus aucuparia 'Streetwise'","Sorbus aucuparia NA"
"40104","Prunus Kiku-shidare","Prunus NA"
"40125","Betula pendula 'Obelisk'","Betula pendula NA"
"40138","No Code Allocated","NA NA"
"40215","X Cupressocyparis leylandii","NA NA"
"40452","No Code Allocated","NA NA"
"40544","Sorbus aucuparia 'Streetwise'","Sorbus aucuparia NA"
"40572","Malus yunnanensis veitchii","Malus yunnanensis NA"
"40597","X Cupressocyparis leylandii","NA NA"
"40665","No Code Allocated","NA NA"
"40673","+ Laburnocytisus adamii","NA NA"
"40723","X Cupressocyparis l. Castlewel","NA NA"
"40742","No Code Allocated","NA NA"
"40794","No Code Allocated","NA NA"
"40811","Mixed Species","NA NA"
"40849","Sorbus aucuparia 'Streetwise'","Sorbus aucuparia NA"
"40910","Betula pendula Edinburgh","Betula pendula NA"
"40945","No Code Allocated","NA NA"
"40967","No Code Allocated","NA NA"
"41055","Unknown species - Broadleaf","NA NA"
"41063","Liquidamber s. Slender Silhout","NA NA"
"41091","Mixed Species Group","NA NA"
"41116","Betula pendula 'Obelisk'","Betula pendula NA"
"41151","Unknown species - Broadleaf","NA NA"
"41240","Betula pendula Edinburgh","Betula pendula NA"
"41266","No Code Allocated","NA NA"
"41386","Sorbus aucuparia 'Streetwise'","Sorbus aucuparia NA"
"41409","X Cupressocyparis leylandii","NA NA"
"41547","No Code Allocated","NA NA"
"41556","Mixed Species","NA NA"
"41574","No Code Allocated","NA NA"
"41631","Betula pendula Edinburgh","Betula pendula NA"
"41658","Chamaecyparis lawsoniana Allum","Chamaecyparis lawsoniana NA"
"41675","X Cupressocyparis leylandii","NA NA"
"41686","No Code Allocated","NA NA"
"41735","No Code Allocated","NA NA"
"41800","No Code Allocated","NA NA"
"41810","Sorbus aucuparia 'Streetwise'","Sorbus aucuparia NA"
"41938","Mixed Species Group","NA NA"
"42024","No Code Allocated","NA NA"
"42084","Mixed Species Group","NA NA"
"42278","Ilex aquifolium Albomarginata","Ilex aquifolium NA"
"42292","Unknown species - Broadleaf","NA NA"
"42321","X Cupressocyparis leylandii","NA NA"
"42343","No Code Allocated","NA NA"
"42420","Mixed Species","NA NA"
"42490","X Cupressocyparis l. Castlewel","NA NA"
"42623","X Cupressocyparis leylandii","NA NA"
"42644","Mixed Species Group","NA NA"
"42723","Mixed Species","NA NA"
"42821","No Code Allocated","NA NA"
"42872","No Code Allocated","NA NA"
"42954","Mixed Species","NA NA"
"42957","Mixed Species","NA NA"
"43046","X Cupressocyparis leylandii","NA NA"
"43095","Mixed Species","NA NA"
"43102","Mixed Species","NA NA"
"43131","Mixed Species","NA NA"
"43138","Mixed Species","NA NA"
"43140","Betula pendula Edinburgh","Betula pendula NA"
"43171","X Cupressocyparis leylandii","NA NA"
"43194","No Code Allocated","NA NA"
"43214","X Cupressocyparis leylandii","NA NA"
"43290","Mixed Species Group","NA NA"
"43293","Mixed Species Group","NA NA"
"43295","Mixed Species Group","NA NA"
"43367","X Cupressocyparis leylandii","NA NA"
"43372","No Code Allocated","NA NA"
"43410","Sorbus aucuparia 'Streetwise'","Sorbus aucuparia NA"
"43497","Betula pendula Edinburgh","Betula pendula NA"
"43587","Mixed Species Group","NA NA"
"43638","Mixed Species Group","NA NA"
"43658","Prunus 'Accolade'","Prunus NA"
"43667","Mixed Species","NA NA"
"43679","No Code Allocated","NA NA"
"43703","X Cupressocyparis leylandii","NA NA"
"43745","Mixed Species","NA NA"
"43746","Mixed Species","NA NA"
"43828","No Code Allocated","NA NA"
"43830","Mixed Species Group","NA NA"
"43866","No Code Allocated","NA NA"
"43965","Malus yunnanensis veitchii","Malus yunnanensis NA"
"43993","No Code Allocated","NA NA"
"44070","X Cupressocyparis leylandii","NA NA"
"44076","Prunus 'Accolade'","Prunus NA"
"44125","Mixed Species","NA NA"
"44153","Betula pendula 'Obelisk'","Betula pendula NA"
"44217","Mixed Species","NA NA"
"44230","No Code Allocated","NA NA"
"44233","No Code Allocated","NA NA"
"44240","Mixed Species","NA NA"
"44251","Picea alba","Picea NA"
"44408","No Code Allocated","NA NA"
"44468","No Code Allocated","NA NA"
"44499","Mixed Species","NA NA"
"44550","Mixed Species","NA NA"
"44592","X Cupressocyparis leylandii","NA NA"
"44629","Malus 'Evereste'","Malus NA"
"44634","Betula pendula Edinburgh","Betula pendula NA"
"44656","Mixed Species Group","NA NA"
"44660","X Cupressocyparis leylandii","NA NA"
"44701","Mixed Species","NA NA"
"44703","Mixed Species","NA NA"
"44809","X Cupressocyparis leylandii","NA NA"
"44880","No Code Allocated","NA NA"
"44914","No Code Allocated","NA NA"
"45037","Mixed Species","NA NA"
"45069","No Code Allocated","NA NA"
"45325","Malus prunifolia","Malus NA"
"45328","Betula pendula Edinburgh","Betula pendula NA"
"45334","X Cupressocyparis leylandii","NA NA"
"45428","Sorbus aucuparia 'Streetwise'","Sorbus aucuparia NA"
"45449","Liquidamber s. Slender Silhout","NA NA"
"45475","No Code Allocated","NA NA"
"45531","Unknown species - Broadleaf","NA NA"
"45589","X Cupressocyparis leylandii","NA NA"
"45767","X Cupressocyparis leylandii","NA NA"
"45779","Hamamelis mollis","Hamamelis NA"
"45894","Sorbus aucuparia 'Streetwise'","Sorbus aucuparia NA"
"45900","No Code Allocated","NA NA"
"45982","X Cupressocyparis leylandii","NA NA"
"46065","No Code Allocated","NA NA"
"46177","Sorbus aucuparia 'Streetwise'","Sorbus aucuparia NA"
"46184","Mixed Species Group","NA NA"
"46238","X Cupressocyparis leylandii","NA NA"
"46360","No Code Allocated","NA NA"
"46442","No Code Allocated","NA NA"
"46446","X Cupressocyparis leylandii","NA NA"
"46498","Salix alba Coerulea","Salix alba NA"
"46499","No Code Allocated","NA NA"
"46501","No Code Allocated","NA NA"
"46553","Mixed Species","NA NA"
"46562","Mixed Species","NA NA"
"46598","X Cupressocyparis leylandii","NA NA"
"46684","X Cupressocyparis leylandii","NA NA"
"46749","Chamaecyparis lawsoniana Allum","Chamaecyparis lawsoniana NA"
"46794","Unknown species - Broadleaf","NA NA"
"46890","No Code Allocated","NA NA"
"46976","Malus yunnanensis veitchii","Malus yunnanensis NA"
"46991","No Code Allocated","NA NA"
"46997","X Cupressocyparis leylandii","NA NA"
"47037","X Cupressocyparis leylandii","NA NA"
"47050","Sorbus aucuparia 'Streetwise'","Sorbus aucuparia NA"
"47055","Malus yunnanensis veitchii","Malus yunnanensis NA"
"47132","X Cupressocyparis leylandii","NA NA"
"47142","No Code Allocated","NA NA"
"47166","No Code Allocated","NA NA"
"47240","Mixed Species","NA NA"
"47262","X Cupressocyparis leylandii","NA NA"
"47280","Malus yunnanensis veitchii","Malus yunnanensis NA"
"47285","No Code Allocated","NA NA"
"47436","X Cupressocyparis leylandii","NA NA"
"47449","Prunus japonica cv","Prunus NA"
"47483","X Cupressocyparis leylandii","NA NA"
"47501","Unknown species - Broadleaf","NA NA"
"47536","No Code Allocated","NA NA"
"47638","Mixed Species","NA NA"
"47654","Pyracantha - Species Unknown","NA NA"
"47732","X Cupressocyparis l. Castlewel","NA NA"
"47780","X Cupressocyparis leylandii","NA NA"
"47794","No Code Allocated","NA NA"
"47917","Malus yunnanensis veitchii","Malus yunnanensis NA"
"47934","Sorbus aucuparia 'Streetwise'","Sorbus aucuparia NA"
"47956","No Code Allocated","NA NA"
"47972","Unknown species - Broadleaf","NA NA"
"48242","Mixed Species","NA NA"
"48403","No Code Allocated","NA NA"
"48415","X Cupressocyparis leylandii","NA NA"
"48478","Buddleia davidii","NA NA"
"48485","Unknown species - Broadleaf","NA NA"
"48514","Mixed Species","NA NA"
"48515","Mixed Species","NA NA"
"48516","Mixed Species","NA NA"
"48535","No Code Allocated","NA NA"
"48567","No Code Allocated","NA NA"
"48641","Prunus japonica cv","Prunus NA"
"48741","No Code Allocated","NA NA"
"48819","No Code Allocated","NA NA"
"48825","Mixed Species","NA NA"
"48869","Sorbus aucuparia 'Streetwise'","Sorbus aucuparia NA"
"48897","Mixed Species Group","NA NA"
"48948","X Cupressocyparis leylandii","NA NA"
"49076","No Code Allocated","NA NA"
"49119","Malus prunifolia","Malus NA"
"49159","Mixed Species Group","NA NA"
"49214","Betula pendula Edinburgh","Betula pendula NA"
"49252","Mixed Species Group","NA NA"
"49254","X Cupressocyparis l. Castlewel","NA NA"
"49303","Eucalyptus globulus","Eucalyptus NA"
"49426","Malus yunnanensis veitchii","Malus yunnanensis NA"
"49475","No Code Allocated","NA NA"
"49481","X Cupressocyparis leylandii","NA NA"
"49488","Mixed Species","NA NA"
"49575","Chamaecyparis lawsoniana Allum","Chamaecyparis lawsoniana NA"
"49656","Mixed Species","NA NA"
"49683","Mixed Species","NA NA"
"49733","No Code Allocated","NA NA"
"49778","Arbutus andrachne","Arbutus NA"
"49819","Mixed Species Group","NA NA"
"49881","Mixed Species Group","NA NA"
"49900","No Code Allocated","NA NA"
"49912","Mixed Species","NA NA"
"50162","Mixed Species Group","NA NA"
"50235","X Cupressocyparis leylandii","NA NA"
"50364","Sorbus aucuparia 'Streetwise'","Sorbus aucuparia NA"
"50390","X Cupressocyparis leylandii","NA NA"
"50420","Betula pendula Edinburgh","Betula pendula NA"
"50423","Mixed Species Group","NA NA"
"50438","Juniperus virginiana Skyrocket","Juniperus virginiana NA"
"50452","Viburnum tinus","Viburnum NA"
"50524","Prunus 'Accolade'","Prunus NA"
"50534","Prunus japonica cv","Prunus NA"
"50551","Mixed Species","NA NA"
